name,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,available
"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Teresa,Manhattan,Upper East Side,40.76834,-73.95334,Private room,75,3,199,24/06/2019,1.85,1,326
"LARGE, COMFY 1BDR W/CHARACTER!!!",Robert,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,Entire home/apt,175,26,30,03/09/2012,0.29,1,364
Chelsea Studio sublet 1 - 2 months,Alex,Manhattan,Chelsea,40.74031,-73.99999,Entire home/apt,125,3,3,17/07/2015,0.03,1,0
LUX APT IN TIMES SQUARE NEW BUILDING,Claudia,Manhattan,Hell's Kitchen,40.76307,-73.99665,Entire home/apt,275,1,41,26/06/2019,0.38,1,299
Designer 1 BR Duplex w/ Terrace- Spectacular Views,Shane,Manhattan,Lower East Side,40.71882,-73.98852,Entire home/apt,299,2,109,15/06/2019,1.04,1,207
Lovely Apt & Garden;  Legal;  Best Area; Amenities,Laurie,Brooklyn,South Slope,40.6693,-73.98804,Entire home/apt,135,5,151,22/06/2019,1.43,3,162
1 Bedroom in 2 Bdrm Apt- Upper East,Jessica,Manhattan,Upper East Side,40.77333,-73.95199,Private room,130,14,0,,,2,0
Lower East Side $57~/night,Erina,Manhattan,Lower East Side,40.72319,-73.99201,Private room,83,1,285,22/06/2019,2.69,1,7
Prime Location in Manhattan,Lee,Manhattan,Chelsea,40.74859,-73.99671,Private room,123,1,375,18/06/2019,3.52,1,328
( F) Excellent/Pvt Rm,Jullett,Queens,Jamaica,40.67252,-73.76597,Private room,55,2,52,20/05/2019,0.49,2,365
"Quiet, sunny Midtown Manhattan apt.",Marlaine,Manhattan,Hell's Kitchen,40.76244,-73.99271,Entire home/apt,195,5,10,01/07/2019,1.01,1,0
Big Room/Washer-Dryer/Wifi/AC/JMZ,Charlotte,Brooklyn,Bedford-Stuyvesant,40.69546,-73.93503,Private room,80,2,11,13/11/2017,0.48,1,0
cozy studio with parking spot,Mark,Queens,Middle Village,40.71722,-73.87856,Entire home/apt,98,30,33,09/05/2015,0.31,5,240
Clean and convenient 2BR apartment,Mark,Queens,Ridgewood,40.70234,-73.89816,Private room,140,7,6,08/10/2015,0.06,5,365
3 floors of luxury!,Mark,Queens,Middle Village,40.71546,-73.87854,Entire home/apt,265,7,38,27/04/2019,0.38,5,365
The Institute—Heart of Williamsburg,Bob,Brooklyn,Williamsburg,40.7195,-73.95976,Entire home/apt,249,2,358,20/06/2019,3.44,2,164
MIDTOWN WEST - Large alcove studio,Anka,Manhattan,Hell's Kitchen,40.76548,-73.98474,Shared room,105,6,10,07/01/2014,0.09,1,363
Beautiful Uptown Manhattan apartmnt,Douglas,Manhattan,Harlem,40.80234,-73.95603,Private room,200,30,0,,,1,365
Sml Rm in pr Brst  Park Sl great for Med/students,Kathleen R.,Brooklyn,Prospect Heights,40.6787,-73.97262,Private room,100,2,226,06/06/2019,2.12,3,250
City Room - Private Penthouse Apt.,Wayne,Manhattan,Harlem,40.81035,-73.94598,Entire home/apt,121,1,104,22/06/2019,1,5,247
Cozy bedroom by Yankee Stadium,Waundell,Bronx,Highbridge,40.83075,-73.93058,Private room,45,1,138,30/06/2019,1.45,3,323
Great apartment with private bathroom and entrance,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,23/06/2019,1.92,1,192
Private Garden Apt • New Renovation,Paul,Brooklyn,Williamsburg,40.71625,-73.93845,Entire home/apt,140,2,253,02/07/2019,3.04,1,125
Modern comfort in art infused landmark Brownstone,Tami,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,Private room,71,2,23,01/07/2019,0.22,1,91
"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",Jason,Manhattan,NoHo,40.72773,-73.99134,Private room,130,2,115,05/12/2018,1.17,1,75
Sleek & Comfortable Soho Apt,Pete,Manhattan,West Village,40.72861,-74.0049,Entire home/apt,199,5,129,19/05/2019,1.22,1,286
Spacious Williamsburg Share w/ LOFT BED,Gus,Brooklyn,Williamsburg,40.70979,-73.95162,Private room,69,4,82,10/06/2019,1.13,2,60
Cozy 2 br in sunny Fort Greene apt,Sally,Brooklyn,Fort Greene,40.68656,-73.97525,Private room,68,3,37,31/12/2018,0.35,1,0
Cozy East Village Railroad 1 Bed!,Leonardo,Manhattan,East Village,40.72752,-73.98432,Entire home/apt,130,1,204,01/07/2019,2.04,1,192
1 Bedroom Loft w/ Private Roof Deck,Alex,Brooklyn,Greenpoint,40.729,-73.95829,Entire home/apt,195,2,69,13/06/2019,0.65,1,58
City Room - Private & Comfy Bedroom,Wayne,Manhattan,Harlem,40.81219,-73.94499,Private room,64,1,192,03/06/2019,1.84,5,245
Elegant NYC Pad,Vasili,Queens,Ditmars Steinway,40.77185,-73.90502,Entire home/apt,140,2,17,17/06/2019,0.16,1,292
"Clean & bright 1BR in Cobble Hill, GREAT location!",S.M.,Brooklyn,Cobble Hill,40.68926,-73.99386,Entire home/apt,159,2,222,24/06/2019,2.12,1,279
"Modern, Large East Village Loft",Ori,Manhattan,East Village,40.72821,-73.98701,Entire home/apt,189,3,205,23/06/2019,1.96,1,0
"Great new apt, close to everything",Ana,Manhattan,Hell's Kitchen,40.7672,-73.98508,Entire home/apt,250,3,94,09/06/2019,0.96,1,3
Quiet & Clean Retreat in the City,I,Manhattan,East Village,40.73012,-73.99053,Entire home/apt,239,3,7,24/05/2019,0.07,1,351
Stylish Large Gramercy Loft!,R,Manhattan,Flatiron District,40.7403,-73.98498,Entire home/apt,305,2,108,30/06/2019,1.09,1,201
The Brownstone-Luxury 1 Bd Apt/NYC,Simon,Manhattan,Harlem,40.80931,-73.94343,Entire home/apt,155,3,222,26/06/2019,2.1,2,232
PRIVATE Room on Historic Sugar Hill,Agnes,Manhattan,Harlem,40.8251,-73.94287,Private room,60,1,458,03/07/2019,4.58,2,258
South Slope Green,Linda,Brooklyn,Windsor Terrace,40.6585,-73.98397,Private room,135,2,21,17/05/2019,0.26,1,272
"17 Flr. Manhattan Views, Nr. Subway",Dave,Manhattan,Roosevelt Island,40.76193,-73.9501,Private room,120,7,17,08/05/2019,0.3,1,341
"Spacious 1BR, Adorable Clean Quiet",Drica,Manhattan,Lower East Side,40.72052,-73.98589,Entire home/apt,150,3,41,02/01/2019,0.39,1,244
"Nice, clean, safe, convenient 3BR",Mark,Queens,Ridgewood,40.70411,-73.89934,Entire home/apt,140,14,1,17/09/2012,0.01,5,365
Franklin St Flat in Trendy Greenpoint Brooklyn,Betty,Brooklyn,Greenpoint,40.73401,-73.95967,Entire home/apt,135,2,69,19/05/2019,0.67,1,12
"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Ricardo & Ashlie,Manhattan,Chinatown,40.71756,-73.99503,Entire home/apt,250,4,18,01/07/2019,0.18,2,265
One bedroom Apt. in NYC,Leslie,Manhattan,Midtown,40.7589,-73.96991,Entire home/apt,250,30,82,05/01/2016,0.78,1,0
"Beautiful, elegant 3 bed SOHO loft",Harrison,Manhattan,SoHo,40.72003,-74.00262,Entire home/apt,500,4,94,23/06/2019,0.99,1,329
Spacious Greenwich Village Apt,Jessica,Manhattan,Greenwich Village,40.73194,-73.99474,Entire home/apt,225,5,10,11/05/2019,0.1,1,91
SpaHa Studio Monthly Rental,Blanca,Manhattan,East Harlem,40.79163,-73.94573,Entire home/apt,125,28,183,29/09/2018,1.83,2,365
City Room - Private Luxury Suite,Wayne,Manhattan,Harlem,40.8118,-73.94434,Private room,92,1,189,11/06/2019,1.82,5,253
Private Room/bath Luxurious Harlem,Cynthia,Manhattan,Harlem,40.81583,-73.94707,Private room,175,2,1,07/10/2018,0.11,1,365
The gem of the East Village,Mich,Manhattan,East Village,40.72654,-73.98049,Entire home/apt,99,2,127,20/06/2019,1.22,1,320
"Bright and spacious, garden below!",Rachel,Manhattan,Upper West Side,40.80021,-73.96071,Entire home/apt,195,4,4,25/08/2017,0.04,1,0
ACCOMMODATIONS GALORE #2,Laurine,Manhattan,East Harlem,40.80942,-73.93936,Entire home/apt,140,3,135,20/06/2019,1.3,3,192
Colorful Private One Bedroom Apt,Greta,Manhattan,Little Italy,40.71961,-73.9954,Entire home/apt,135,2,21,12/12/2015,0.2,1,0
Huge Chelsea Loft,Frank,Manhattan,Chelsea,40.74358,-74.00027,Entire home/apt,500,2,35,27/07/2017,0.34,1,348
Great room in great location,Bethania,Manhattan,Harlem,40.80335,-73.9575,Private room,80,14,10,01/06/2019,2.21,2,0
Exclusive Room with Private Bath in  LES,Tunji,Manhattan,Chinatown,40.71445,-73.9908,Private room,120,4,171,23/06/2019,1.8,2,353
"Quiet, clean midtown apt w. elevato",Anna/Fonzy,Manhattan,Midtown,40.75749,-73.96897,Entire home/apt,110,200,92,30/04/2019,0.9,1,140
BK Sweet Suite w/Kitchen&FullBath,Colette&Sean,Brooklyn,East Flatbush,40.64446,-73.9503,Entire home/apt,65,3,238,14/06/2019,2.3,1,2
Great East Village Apartment Rental,Brie,Manhattan,East Village,40.7268,-73.99079,Entire home/apt,130,50,56,26/05/2019,0.58,1,56
BROWNSTONE SUNDRENCHED BEAUTY,Sheila,Brooklyn,Bushwick,40.688,-73.9171,Entire home/apt,99,3,111,22/06/2019,2.13,1,68
A SpeciaL!! Private Room in NY,Lissette,Staten Island,Tompkinsville,40.63536,-74.08537,Private room,36,2,193,25/06/2019,1.85,6,360
B NYC Staten Alternative...,Lissette,Staten Island,Tompkinsville,40.63627,-74.08543,Private room,37,2,147,10/06/2019,1.44,6,0
C Private Room By The Ferry,Lissette,Staten Island,Tompkinsville,40.63518,-74.08546,Private room,37,2,177,02/07/2019,1.71,6,320
Smallest House In The Village,Olivia,Manhattan,East Village,40.72477,-73.98161,Entire home/apt,175,3,185,24/05/2019,1.78,2,326
Beautiful modern studio apartment in heart of NYC,Daniel,Manhattan,Chelsea,40.74238,-73.99567,Entire home/apt,205,9,62,21/06/2019,0.7,2,76
Beautiful Landmarked Duplex,Maya,Brooklyn,Greenpoint,40.72945,-73.95511,Entire home/apt,285,3,124,16/06/2019,1.22,3,279
BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,Scott,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,23/06/2019,1.77,2,15
D Private Che@p Room 2 Explore NYC,Lissette,Staten Island,Tompkinsville,40.63481,-74.08519,Private room,36,2,333,02/07/2019,3.19,6,340
Safe cute near subway& Manhattan NY NY retro style,Dennis & Naoko,Queens,Astoria,40.75384,-73.91433,Entire home/apt,99,5,441,24/06/2019,4.5,1,226
Large and Cozy Private Bedroom,Antonín,Brooklyn,Kensington,40.64106,-73.97426,Private room,39,1,45,16/05/2019,0.46,2,365
Small tidy bedroom in duplex,Emily,Brooklyn,Park Slope,40.66793,-73.98327,Private room,60,14,9,29/08/2016,0.09,2,0
LL3,Carol Gloria,Bronx,Clason Point,40.81309,-73.85514,Private room,90,2,0,,,7,349
DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Vie,Bronx,Eastchester,40.88057,-73.83572,Entire home/apt,105,2,38,27/06/2019,0.5,13,365
"Private, Large & Sunny Top Floor Apt  w/W&D",Renée,Brooklyn,Bedford-Stuyvesant,40.68236,-73.94314,Entire home/apt,135,2,248,25/06/2019,2.39,2,11
Cottage in the Village,Olivia,Manhattan,East Village,40.72185,-73.98246,Entire home/apt,390,5,143,19/06/2019,1.38,2,316
BEDROOM1 FOR RENT 10min from Manhan,Helene,Brooklyn,Bedford-Stuyvesant,40.68503,-73.95385,Private room,70,3,36,19/08/2018,0.41,4,281
"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",Paula,Manhattan,Inwood,40.86648,-73.9263,Private room,75,7,0,,,2,323
Williamsburg near soho. / loftbed,Kristian & Di,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,07/01/2019,0.14,4,362
Prime East Village 1 Bedroom,David,Manhattan,East Village,40.72807,-73.98594,Entire home/apt,200,3,0,,,1,0
BROOKLYN  STUDIO APARTMENT,Niya,Brooklyn,Crown Heights,40.6778,-73.94339,Private room,100,3,279,24/06/2019,2.69,1,301
BEDROOM2 FOR RENT  10min from Manh,Helene,Brooklyn,Bedford-Stuyvesant,40.68317,-73.94701,Private room,70,4,18,02/01/2019,0.22,4,189
cozy bedroom in lovely garden apt,Debbie,Brooklyn,Crown Heights,40.6761,-73.9529,Private room,110,6,50,26/05/2019,3.55,1,0
Crown Heights Garden Apt.,Anthony,Brooklyn,Crown Heights,40.67586,-73.95155,Private room,60,2,227,27/06/2019,2.27,2,287
Amazing  Sunny & Breezy Home In the Heart of  NYC,Tilly,Manhattan,Little Italy,40.71702,-73.99811,Entire home/apt,90,14,1,02/01/2019,0.16,1,14
ENJOY Downtown NYC!!,Edward,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,23/06/2019,1.96,2,86
Charming UWS Treehouse Apt,Claire,Manhattan,Upper West Side,40.77956,-73.98098,Entire home/apt,115,2,210,06/07/2019,2.1,1,261
Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn,Juhli,Brooklyn,Bedford-Stuyvesant,40.68276,-73.95264,Private room,75,5,64,05/01/2019,0.67,1,68
"Room in S3rd/Bedford, Williamsburg",Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,,,1,0
CHARMING EAST VILLAGE 2 (or 1) BR,Mary D,Manhattan,East Village,40.72956,-73.98158,Entire home/apt,129,7,5,03/01/2019,0.15,1,231
Farmhouse Apartment in Williamsburg,Valerie,Brooklyn,Williamsburg,40.71069,-73.95175,Entire home/apt,130,10,49,29/06/2019,0.48,1,152
Bright+Spacious Williamsburg Abode!,Larissa,Brooklyn,Williamsburg,40.70863,-73.94641,Entire home/apt,95,4,132,07/07/2019,1.27,1,46
"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt",Eric,Manhattan,Harlem,40.82888,-73.94307,Private room,75,3,20,02/01/2019,0.26,1,364
Beautiful 1 Bedroom Apt Park Slope,Jessica,Brooklyn,Park Slope,40.67319,-73.97323,Entire home/apt,175,2,11,02/05/2013,0.11,1,246
CHARMING CARROLL GARDENS APT.,Melissa,Brooklyn,Carroll Gardens,40.67846,-73.99443,Entire home/apt,190,3,51,01/07/2019,0.57,1,288
Private Bedroom Brownstone Brooklyn,Alex,Brooklyn,Crown Heights,40.6715,-73.94808,Private room,49,21,15,30/06/2019,0.15,5,331
East Village Loft with Piano & Patio,Samir,Manhattan,East Village,40.72681,-73.98534,Entire home/apt,212,3,67,25/06/2019,1.31,1,51
Lower East Side Magic Room,Tony,Manhattan,Lower East Side,40.71904,-73.99392,Private room,95,1,109,23/06/2019,1.11,3,364
**Fantastic Williamsburg Apt**,Luis Fernando,Brooklyn,Williamsburg,40.71031,-73.9583,Entire home/apt,140,2,9,16/02/2019,0.11,1,254
West Harlem Home Base - Eco-Apt.,Henning,Manhattan,Harlem,40.81322,-73.95306,Entire home/apt,135,6,187,23/06/2019,1.87,1,189
Charming Garden Apt in Park Slope,Stefano,Brooklyn,Park Slope,40.67732,-73.98225,Entire home/apt,150,2,214,23/06/2019,2.08,2,263
"Lovely, Modern, Garden Apartment",Jana,Brooklyn,Gowanus,40.68076,-73.9896,Entire home/apt,190,3,69,01/07/2019,0.79,2,258
Central Park 1BR sunny condo,Per,Manhattan,East Harlem,40.79603,-73.94903,Entire home/apt,124,28,22,15/06/2019,0.26,1,103
Cozy Garden Apartment  in Williamsburg,Adrienne,Brooklyn,Williamsburg,40.71492,-73.96282,Entire home/apt,135,30,56,06/05/2019,0.56,1,42
SoHa comfort-by NW Central Park!,Elise,Manhattan,Morningside Heights,40.80393,-73.95838,Private room,122,3,93,22/06/2019,0.93,1,246
Cozy room in Upper West Side,Deda,Manhattan,Upper West Side,40.80082,-73.9652,Private room,109,1,104,25/06/2019,1.05,2,364
Cozy Private Room in Apartment,Share,Manhattan,Harlem,40.82976,-73.94867,Private room,85,30,64,06/07/2018,0.68,1,318
The Cozy Brownstone Inn (discount)!,Naimah,Brooklyn,Bedford-Stuyvesant,40.683,-73.91981,Entire home/apt,145,3,127,24/06/2019,1.25,2,72
Prewar Penthouse w Private Terrace,Violetta,Manhattan,Upper West Side,40.78971,-73.9729,Entire home/apt,195,11,30,13/06/2019,0.32,1,249
Designer 2.5 BR Loft in Carroll Gardens by Subway,Jenna,Brooklyn,Carroll Gardens,40.67817,-73.99495,Entire home/apt,250,2,106,27/06/2019,1.34,3,272
Bright Beautiful Brooklyn,Jason,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,13/11/2016,0.1,1,325
Unique spacious loft on the Bowery,Alicia,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,20/06/2019,1.88,1,298
"Nice renovated apt, prime location!",Silvia,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,11/06/2019,0.55,1,35
Brooklyn Writer's Nook,Joab,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,29/06/2019,0.49,1,203
Private Bedroom in Large NYC Apartment,Mary And Geoff,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,30/06/2019,1.27,1,132
"Large, Sunny Room East Village NYC",Eyal,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,10/01/2019,0.63,1,5
Great Large 3 BR/2 Bath Duplex with Private Patio!,Bruce,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,16/06/2019,0.48,4,297
All That Jazz. Uptown style on Sugar Hill.,Kurt,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,24/05/2019,0.43,2,276
Bright and lovely 1 bdrm apt in LES,Jennifer,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,17/06/2019,0.42,1,102
Beautiful One Bed West Village - 4 Month Special,Ruperto,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,25/06/2019,0.44,1,251
Gigantic Private Brooklyn Loft!,Ben,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,13/05/2014,0.5,1,188
Condo Apartment with laundry in unit,Thai,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,02/01/2019,0.35,2,346
1BR: See Central Park from Terrace!,Hudson,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,15/02/2019,0.39,1,0
Private room in cozy Greenpoint,Vanessa,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,16/06/2019,0.36,1,15
Food & Music Dream Apartment in Williamsburg,Daniel,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,23/06/2019,0.6,1,71
French Garden cottage off Bedford,Patty,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,07/06/2019,0.67,2,215
Alcove Studio w/ outdoor Patio Deck,Amir,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,25/11/2015,0.27,3,253
Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,G & S,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,22/08/2012,0.31,1,78
One Bedroom Mini studio - Free WIFI,Nazleen,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,31/05/2019,2.01,1,257
"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",Allison,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,28/03/2011,0.01,1,0
BROOKLYN > Guest Room w/ King Bed in Williamsburg,Scott,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,22/06/2019,2.17,2,8
Bright Cozy Chinatown Studio Apt.,Patricia,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,27/06/2019,2.81,1,191
Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Evelyn,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,28/06/2019,3.97,3,182
Superior @ Box House,The Box House Hotel,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,01/07/2019,0.36,28,79
Hells Kitchen Garden of Eden,Moss Owen,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,14/06/2019,0.36,1,49
"Historic House Boerum Hill, BK, NYC",Nancy,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,05/02/2016,0.1,1,0
Lovely 3 bedroom in Italianate Brownstone w/garden,Bliss,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,20/04/2019,0.3,1,156
"Williamsburg HUGE, PRIVATE BATH - Next to Train!",Pam,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,31/03/2019,0.76,6,343
Cozy room in East Village with AC,Jennifer,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,04/07/2019,1.81,1,200
Duplex w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,27/03/2016,0.09,28,60
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,24/05/2019,0.07,28,60
Spacious 3 Bedroom Duplex in Park Slope,Ellis,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,25/09/2018,0.51,2,189
Loft w/ Terrace @ Box House Hotel,The Box House Hotel,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,12/05/2011,0.02,28,60
Columbia Castle in Brooklyn Heights,Christopher,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,16/09/2016,0.68,2,0
Columbia Castle 2 BR,Christopher,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,30/06/2019,0.85,2,106
"Charming Artist's Flat, East Village",Sarah,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,06/06/2019,2.4,1,276
BEAUTIFUL 2 BEDROOM APARTMENT,Ruthven,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,02/07/2019,1.07,1,248
Brooklyn Cove Studio Apt w/ Garden!!,Julian,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,10/06/2019,2.27,1,194
"Ft. Greene garden gem, large and convenient",Leslie,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,03/09/2018,0.05,1,135
Williamsburg penthouse with private roof cabana,Sophie,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,26/08/2018,0.11,1,30
East Village Designer's 1-BR APT,Yvette,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,02/01/2019,0.33,1,0
Superior @ Box House,The Box House Hotel,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,27/06/2019,0.14,28,81
So Much Room in Brooklyn,Famous,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,22/07/2018,0.05,1,0
Large Studio--Heart of East Village,Kyle,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,26/06/2019,3.88,1,142
Huge.Bright.Clean.Safe. Private Room,Ange,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,23/06/2019,2.22,2,60
Garden 1BR/1BA Brownstone Apt - 2 blocks to subway,Alex,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,14/01/2019,0.11,5,179
MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN,T,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,24/06/2019,1.51,2,52
The Brooklyn Waverly,Sahr,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,,,3,365
"WONDERFUL, COMFORTABLE STUDIO",Marylyn,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,28/06/2019,2.26,4,324
MAISON DES SIRENES 2,Nathalie,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,23/06/2019,0.76,2,237
"Modern, Safe, Clean, Bright Room in Astoria for 2",Savannah,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,06/07/2019,1.21,2,365
LARGE 1BR (CONV 2BR) CROWN HEIGHTS,Sadatu,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,,,1,365
The Vernon On Greene,Jason,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,05/07/2019,3.74,1,204
